REF_DATE,GEO,DGUID,Age group,Sex,Income source,Statistics,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2003,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107666254,4.1.1.1.1,108,A,,,0
2004,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107666254,4.1.1.1.1,110,A,,,0
2005,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107666254,4.1.1.1.1,110,A,,,0
2006,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107666254,4.1.1.1.1,109,A,,,0
2007,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107666254,4.1.1.1.1,110,A,,,0
2008,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107666254,4.1.1.1.1,113,A,,,0
2009,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107666254,4.1.1.1.1,114,A,,,0
2010,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107666254,4.1.1.1.1,116,A,,,0
2011,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107666254,4.1.1.1.1,118,A,,,0
2012,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107666254,4.1.1.1.1,117,A,,,0
2013,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107666254,4.1.1.1.1,118,A,,,0
2014,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107666254,4.1.1.1.1,118,A,,,0
2015,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107666254,4.1.1.1.1,118,A,,,0
2016,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107666254,4.1.1.1.1,121,A,,,0
2017,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107666254,4.1.1.1.1,123,A,,,0
2018,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107666254,4.1.1.1.1,127,A,,,0
2019,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107666254,4.1.1.1.1,129,A,,,0
2020,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107666254,4.1.1.1.1,132,A,,,0
2021,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107666254,4.1.1.1.1,135,A,,,0
2022,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107666254,4.1.1.1.1,141,A,,,0
2023,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107666254,4.1.1.1.1,148,A,,,0
2000,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107666255,4.1.1.1.2,102,A,,,0
2001,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107666255,4.1.1.1.2,103,A,,,0
2002,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107666255,4.1.1.1.2,105,A,,,0
2003,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107666255,4.1.1.1.2,105,A,,,0
2004,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107666255,4.1.1.1.2,108,A,,,0
2005,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107666255,4.1.1.1.2,108,A,,,0
2006,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107666255,4.1.1.1.2,108,A,,,0
2007,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107666255,4.1.1.1.2,109,A,,,0
2008,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107666255,4.1.1.1.2,111,A,,,0
2009,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107666255,4.1.1.1.2,112,A,,,0
2010,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107666255,4.1.1.1.2,114,A,,,0
2011,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107666255,4.1.1.1.2,115,A,,,0
2012,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107666255,4.1.1.1.2,116,A,,,0
2013,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107666255,4.1.1.1.2,116,A,,,0
2014,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107666255,4.1.1.1.2,117,A,,,0
2015,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107666255,4.1.1.1.2,116,A,,,0
2016,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107666255,4.1.1.1.2,119,A,,,0
2017,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107666255,4.1.1.1.2,121,A,,,0
2018,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107666255,4.1.1.1.2,124,A,,,0
2019,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107666255,4.1.1.1.2,128,A,,,0
2020,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107666255,4.1.1.1.2,130,A,,,0
2021,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107666255,4.1.1.1.2,133,A,,,0
2022,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107666255,4.1.1.1.2,139,A,,,0
2023,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107666255,4.1.1.1.2,145,A,,,0
2000,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107666256,4.1.1.1.3,3850,B,,,0
2001,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107666256,4.1.1.1.3,3904,B,,,0
2002,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107666256,4.1.1.1.3,4020,B,,,0
2003,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107666256,4.1.1.1.3,4083,B,,,0
2004,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107666256,4.1.1.1.3,4231,A,,,0
2005,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107666256,4.1.1.1.3,4313,A,,,0
2006,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107666256,4.1.1.1.3,4481,A,,,0
2007,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107666256,4.1.1.1.3,4535,A,,,0
2008,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107666256,4.1.1.1.3,4757,A,,,0
2009,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107666256,4.1.1.1.3,4848,A,,,0
2010,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107666256,4.1.1.1.3,5002,A,,,0
2011,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107666256,4.1.1.1.3,5167,B,,,0
2012,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107666256,4.1.1.1.3,5124,A,,,0
2013,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107666256,4.1.1.1.3,5437,B,,,0
2014,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107666256,4.1.1.1.3,5461,B,,,0
2015,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107666256,4.1.1.1.3,5534,A,,,0
2016,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107666256,4.1.1.1.3,5575,B,,,0
2017,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107666256,4.1.1.1.3,5892,A,,,0
2018,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107666256,4.1.1.1.3,6080,A,,,0
2019,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107666256,4.1.1.1.3,6237,A,,,0
2020,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107666256,4.1.1.1.3,6673,A,,,0
2021,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107666256,4.1.1.1.3,6870,A,,,0
2022,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107666256,4.1.1.1.3,6976,A,,,0
2023,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107666256,4.1.1.1.3,7227,A,,,0
2000,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107666257,4.1.1.1.4,37700,B,,,0
2001,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107666257,4.1.1.1.4,37800,B,,,0
2002,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107666257,4.1.1.1.4,38300,B,,,0
2003,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107666257,4.1.1.1.4,38700,B,,,0
2004,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107666257,4.1.1.1.4,39300,A,,,0
2005,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107666257,4.1.1.1.4,40100,A,,,0
2006,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107666257,4.1.1.1.4,41600,B,,,0
2007,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107666257,4.1.1.1.4,41800,A,,,0
2008,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107666257,4.1.1.1.4,42800,A,,,0
2009,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107666257,4.1.1.1.4,43300,A,,,0
2010,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107666257,4.1.1.1.4,43900,A,,,0
2011,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107666257,4.1.1.1.4,44900,B,,,0
2012,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107666257,4.1.1.1.4,44300,A,,,0
2013,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107666257,4.1.1.1.4,46800,B,,,0
2014,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107666257,4.1.1.1.4,46800,B,,,0
2015,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107666257,4.1.1.1.4,47600,A,,,0
2016,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107666257,4.1.1.1.4,46900,B,,,0
2017,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107666257,4.1.1.1.4,48500,A,,,0
2018,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107666257,4.1.1.1.4,48900,A,,,0
2019,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107666257,4.1.1.1.4,48800,A,,,0
2020,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107666257,4.1.1.1.4,51300,A,,,0
2021,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107666257,4.1.1.1.4,51600,A,,,0
2022,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107666257,4.1.1.1.4,50300,A,,,0
2023,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107666257,4.1.1.1.4,50000,A,,,0
2000,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107666258,4.1.1.1.5,28600,B,,,0
2001,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107666258,4.1.1.1.5,29500,B,,,0
2002,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107666258,4.1.1.1.5,29900,B,,,0
2003,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107666258,4.1.1.1.5,30700,B,,,0
2004,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107666258,4.1.1.1.5,32000,B,,,0
2005,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107666258,4.1.1.1.5,32600,B,,,0
2006,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107666258,4.1.1.1.5,34500,B,,,0
2007,Prince Edward Island,2021A000211,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107666258,4.1.1.1.5,34800,A,,,0
